,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,+/-(-log10),signature
TSN,4917.16795,0.347615596,0.235589913,1.475511374,0.140075113,0.443908461,0.352706577,
RP11-453E17.1,244.7099529,0.347937428,0.529140493,0.657552073,0.510826,0.808965114,0.092070207,
HIPK3,2104.035126,0.348226759,0.480906048,0.724105592,0.469000912,0.781501256,0.10707032,
WDTC1,2784.976744,0.348375859,0.458676478,0.759524142,0.447539078,0.76899619,0.114075812,
PPP1R3E,358.1544358,0.348512217,0.665744102,0.523492759,0.600631389,0.860624912,0.065186087,
ANKRD36,327.6245859,0.348617456,0.754637204,0.461966961,0.644105013,0.881400042,0.054826933,
VPS8,1736.342853,0.348685579,0.586034443,0.594991614,0.551849077,0.834084566,0.078789915,
PHF6,2242.361324,0.3490171,0.478270143,0.729748877,0.465543699,0.779359865,0.108261963,
BRCA1,2011.056502,0.349031179,0.579312021,0.602492555,0.546846318,0.8313194,0.080232084,
ORAI1,1191.602698,0.34924911,0.552661233,0.63194067,0.527425647,0.819228189,0.086595112,
HDHD3,521.6964598,0.349677371,0.778422784,0.449212662,0.653278254,0.883884696,0.053604386,
POLR1E,1443.015955,0.349686355,0.520933736,0.6712684,0.502049562,0.804599801,0.094420079,
SNX2,3393.78115,0.349800185,0.54995402,0.63605351,0.524741546,0.817301584,0.087617659,
CCDC51,1148.859412,0.349967298,0.40508385,0.863937918,0.387621996,0.723010415,0.140855447,
AGPAT5,1833.812951,0.350094894,0.472004913,0.74171875,0.458257757,0.776114255,0.11007434,
TPI1P1,108.7266538,0.350117453,0.961143805,0.364271664,0.715655158,0.90929082,0.041297193,
CCPG1,802.8696418,0.350183127,0.776887573,0.450751356,0.652168764,0.883599035,0.053744767,
TBP,647.270131,0.350362957,0.209928257,1.668965204,0.095124276,0.358845144,0.445092927,
CTD-3184A7.4,180.758401,0.350384523,0.781545371,0.44832269,0.653920328,0.884175968,0.053461294,
MCTP1,924.6846547,0.350442338,1.04656911,0.33484873,0.737739199,0.917829603,0.037237939,
PIGO,1876.940944,0.350581544,0.410882691,0.853239994,0.393526229,0.728014738,0.137859829,
ERO1LB,624.2228429,0.35081079,0.75877974,0.462335473,0.643840765,0.881400042,0.054826933,
PAFAH2,888.2686238,0.351067172,0.508496642,0.690402144,0.489941329,0.795672373,0.099265721,
MFSD11,648.9845602,0.351446117,0.450194339,0.780654234,0.435005885,0.758362292,0.120123269,
ALG9,816.3554256,0.351719848,0.437276526,0.804341936,0.421199524,0.748250692,0.125952873,
ATRN,5033.621905,0.352122317,0.564735448,0.623517292,0.532944643,0.82132378,0.085485603,
FBXO10,278.5901422,0.352339089,0.738090155,0.477365925,0.633101574,0.877503632,0.056751077,
LINC00338,273.1686205,0.352629902,0.470202337,0.749953529,0.453282693,0.7727304,0.111972002,
TRAPPC2,394.250302,0.352754951,0.354562575,0.994901818,0.319784019,0.664933547,0.177221756,
DHRS1,557.5513285,0.353050867,0.628350748,0.561869096,0.574205211,0.846093254,0.072581768,
ZNF322,379.148403,0.35305909,0.53177547,0.663925115,0.506738241,0.807266369,0.09298314,
TRIM24,1151.24731,0.353316705,0.358183582,0.986412339,0.323930813,0.669403159,0.174312242,
STRN,1991.763939,0.353944812,0.433828396,0.815863635,0.414578133,0.74387025,0.12850281,
KIAA1468,1392.196879,0.354176192,0.413290211,0.85696729,0.391462962,0.726080546,0.139015199,
SNX11,783.0773656,0.35427789,0.318405802,1.112661538,0.26585382,0.611842804,0.213360143,
GRAP2,17.82658094,0.354305165,1.43686573,0.246581958,0.805231769,0.945718716,0.024238016,
SOCS2,729.3741795,0.354317585,0.944310383,0.375213056,0.707502021,0.905130725,0.043288693,
NDUFA11,310.5849684,0.354463392,0.507391736,0.698599065,0.484802628,0.792183573,0.101174168,
EIF3J-AS1,347.58886,0.354485875,0.55696076,0.636464722,0.524473568,0.81704555,0.087753731,
TOMM22,3333.3626,0.35468699,0.332636638,1.066289607,0.286292746,0.633734055,0.198092955,
NPHP3,1042.509722,0.354742614,0.48834509,0.726417899,0.467582622,0.780793615,0.107463747,
C2orf47,319.6983508,0.355048881,0.461237195,0.769775041,0.441433347,0.763808729,0.117015383,
LAMTOR2,1309.624622,0.355058901,0.389253547,0.912153285,0.361688032,0.702281563,0.153488733,
CCT3,15071.49544,0.355141119,0.264286822,1.343771574,0.179022264,0.506428481,0.295481878,
DBF4,1359.048293,0.355197388,0.600251226,0.591747876,0.554019432,0.83507051,0.078276853,
RP11-632C17__A.1,644.1530302,0.355463958,0.501886208,0.708256079,0.478786247,0.789089505,0.102873733,
HACE1,627.2471785,0.35582832,0.459387817,0.774570651,0.438593405,0.761732014,0.118197792,
GGT7,1527.642366,0.35596687,0.480705289,0.740509576,0.458990853,0.776611316,0.109796286,
GCC1,2328.641481,0.356067215,0.476197973,0.74772938,0.454623406,0.773790473,0.111376622,
PRPF39,1288.462996,0.356307025,0.370328965,0.962136529,0.335981027,0.681883996,0.166289502,
EIF2A,3246.333575,0.356384975,0.46745873,0.762388105,0.445828404,0.767060283,0.115170504,
NPRL3,1663.311602,0.356771662,0.443754832,0.803983723,0.421406376,0.748455989,0.125833732,
TPI1,32144.91559,0.35736488,0.785230691,0.455108141,0.649031441,0.883040807,0.054019226,
TBC1D22A,1245.97373,0.357457637,0.756579376,0.472465478,0.636594577,0.87876476,0.056127367,
ZSCAN29,1231.149802,0.357885511,0.528784124,0.67680835,0.498527559,0.802057671,0.095794403,
GUSBP1,318.8709704,0.358010517,0.445980314,0.802749596,0.422119481,0.749349492,0.125315583,
H3F3AP4,794.4441825,0.358026022,0.498433002,0.718303202,0.472570356,0.783624537,0.105891974,
ZXDC,1253.93499,0.358069914,0.576168348,0.621467519,0.534292059,0.822242206,0.085000235,
PSKH1,1553.061434,0.358158712,0.410318234,0.872880321,0.382728314,0.72004131,0.142642586,
RALGAPA1,869.405761,0.358228681,0.448258037,0.799157297,0.42419921,0.750896635,0.124419842,
KLF9,2845.789188,0.358261122,0.795948935,0.450105662,0.652634255,0.883671753,0.053709027,
CBLB,1480.689807,0.358445032,0.738200725,0.485565809,0.627275043,0.874204371,0.058387026,
ZSCAN25,1343.753567,0.35853325,0.453092865,0.791301909,0.428767835,0.754257597,0.122480307,
KIAA0556,1099.438209,0.35866861,0.344491846,1.041152683,0.297804692,0.643507859,0.191446145,
AAR2,1829.886879,0.358894866,0.423549112,0.847351241,0.396799373,0.730707454,0.136256462,
MAD2L2,1832.067614,0.359470929,0.440100188,0.8167934,0.414046504,0.743513154,0.128711344,
SPINK1,14.39317681,0.359548976,1.376601655,0.261185925,0.793949132,0.941665813,0.026103196,
HIF1A,12644.7676,0.359622789,0.983640341,0.365603945,0.714660631,0.90921173,0.04133497,
LCLAT1,698.9833556,0.359745818,0.466914283,0.770475076,0.441018134,0.763489611,0.117196868,
RPA2,2181.184428,0.359840176,0.60126924,0.598467628,0.549527953,0.833003958,0.079352935,
LRFN4,1066.62888,0.360038128,0.996470304,0.361313455,0.717865137,0.909588547,0.041155016,
THOC3,563.6045653,0.360305367,0.585552374,0.615325603,0.538339713,0.825184168,0.083449113,
MTRF1L,662.6530941,0.360537837,0.339729969,1.061248256,0.288577094,0.63575314,0.196711486,
SUV420H1,2357.911022,0.360642837,0.591830037,0.609368932,0.542279926,0.827466178,0.082249749,
ZBTB14,591.6578439,0.360797742,0.396188568,0.910671765,0.362468345,0.702771979,0.153185563,
ABCB10,1100.223778,0.361354623,0.540537577,0.668509718,0.503808281,0.805694798,0.09382944,
SHQ1,1014.337764,0.361417044,0.668593822,0.540562942,0.588808866,0.854184827,0.068448147,
PHF15,3208.400295,0.361604348,0.427354532,0.846146048,0.397471275,0.730987525,0.136090034,
TXNRD3,511.8233672,0.36175662,0.477287612,0.757942614,0.448485338,0.769706209,0.11367501,
C1orf56,302.0198536,0.361805528,0.901661987,0.401265145,0.688224922,0.89819724,0.046628284,
RECQL4,1786.871392,0.361899579,0.61724827,0.586311208,0.557666401,0.836668223,0.077446725,
PPP4R1L,395.9087845,0.362340494,0.951153084,0.380948661,0.703241343,0.904240188,0.043716195,
NUP155,3474.619004,0.36235735,0.563519081,0.643025875,0.52020731,0.814277404,0.089227617,
POLG,3437.148361,0.362416365,0.548868724,0.660296987,0.509063264,0.807988271,0.092594944,
AXIN2,133.994155,0.362423207,0.764243059,0.474225056,0.635339428,0.878319489,0.05634748,
ALAS1,2562.00007,0.362789819,0.495748598,0.731802006,0.464289424,0.778850952,0.108545645,
EIF4ENIF1,828.5738527,0.362872443,0.340373749,1.066099968,0.286378454,0.633734055,0.198092955,
SFXN2,310.2384643,0.363082904,0.568741037,0.638397584,0.523214903,0.816209996,0.088198091,
MDM4,1249.453976,0.363122119,0.564888496,0.642820879,0.520340333,0.814280542,0.089225943,
AGO1,2326.10466,0.363265482,0.544240663,0.667472143,0.504470598,0.8059858,0.093672609,
MLH3,757.0102962,0.363287681,0.805004053,0.451286772,0.651782877,0.883599035,0.053744767,
CRYZL1,930.8423499,0.363309827,0.535286998,0.678719692,0.497315486,0.801323001,0.096192391,
CNIH3,1444.373141,0.363350487,0.965122882,0.376481061,0.706559293,0.904730053,0.043480983,
PPTC7,2198.874545,0.363422441,0.36977147,0.982829859,0.325691184,0.671032888,0.173256194,
RPS2,68592.99,0.363725723,0.401250878,0.906479568,0.364682074,0.704558719,0.152082806,
ZZEF1,2123.18772,0.363792358,0.382119345,0.952038577,0.341077418,0.686351353,0.163453506,
PTAR1,2942.676608,0.364120194,0.534755203,0.680910053,0.495928407,0.799946807,0.096938891,
BAIAP2L1,1662.99821,0.364181826,1.117797581,0.325803019,0.744573394,0.921633867,0.035441575,
HSPE1,489.7111242,0.364793523,0.520133197,0.701346358,0.483086889,0.791685274,0.101447433,
FADD,732.2525308,0.364965367,0.687221322,0.531073987,0.59536751,0.857621757,0.06670421,
ACAA1,1156.430378,0.365008077,0.518560924,0.703886584,0.481503407,0.790634496,0.102024241,
RP1-178F10.3,588.4002162,0.365023402,0.610452087,0.597955858,0.549869387,0.833185779,0.079258152,
CDK5RAP1,1370.06111,0.365359322,0.385412476,0.947969629,0.343144916,0.687665045,0.162623051,
NARS,15490.9053,0.365381877,0.38643121,0.945528901,0.344388923,0.688788618,0.161914038,
MTERFD1,732.1042562,0.365780534,0.394702567,0.926724489,0.354069599,0.695951553,0.157420992,
ANKRD34A,200.7725461,0.365800329,0.888703013,0.411611442,0.680624244,0.895539256,0.047915372,
AVL9,3307.433597,0.36582914,0.497585993,0.735207875,0.462212904,0.778285884,0.108860846,
AFG3L2,3280.029599,0.366036611,0.350700801,1.043729041,0.29661077,0.642536052,0.1921025,
PEX12,307.5723326,0.366072933,0.570857662,0.641268319,0.521348369,0.815242198,0.088713349,
RHOB,3192.729852,0.366081434,0.86264846,0.424369197,0.671296582,0.891598389,0.049830725,
SBDSP1,1705.09146,0.366402826,0.588880851,0.62220197,0.533809071,0.822109621,0.085070269,
LCORL,320.8853483,0.366692494,0.470193025,0.779876506,0.435463569,0.758750845,0.119900812,
C10orf137,714.0397247,0.366919751,0.467035465,0.785635735,0.432080923,0.757091269,0.120851762,
RP11-318M2.2,148.2413861,0.366926447,0.829660187,0.442261124,0.658300259,0.885508896,0.052807071,
MSTO1,468.3702847,0.367013257,0.306906664,1.195846491,0.23175647,0.574185211,0.240947998,
ZNF764,287.8543818,0.367843411,0.488431237,0.753111969,0.451382633,0.771598868,0.112608418,
HAUS6,1496.311959,0.368490598,0.438577853,0.840194269,0.400799471,0.733390086,0.134664965,
ARSI,356.0739935,0.368605822,1.392436497,0.264720023,0.791225151,0.940540888,0.02662232,
SOCS7,448.3607218,0.368951809,0.465725894,0.792208064,0.428239367,0.753968177,0.122646984,
CBX3,11621.31856,0.369280321,0.355505305,1.038747707,0.298922087,0.643770041,0.191269238,
WRAP53,475.1015164,0.369491634,0.467190883,0.790879377,0.429014384,0.754371028,0.122414999,
PRDM15,756.2900071,0.369995835,0.507308952,0.729330388,0.465799588,0.779573029,0.108143195,
ABCB7,821.621101,0.370480099,0.453896919,0.816220783,0.414373872,0.743778661,0.128556285,
AMMECR1,1194.553245,0.370590911,0.555068881,0.66764851,0.504357985,0.805947796,0.093693088,
SH3BGRL,1967.675378,0.37092654,0.79405533,0.467129337,0.640407346,0.88042991,0.055305212,
MYBBP1A,5213.678446,0.371058094,0.397276239,0.934005254,0.350301183,0.693503594,0.158951284,
RPS27A,30587.13062,0.371081885,0.436485652,0.850158266,0.395237101,0.729442787,0.137008766,
RGS14,651.3697236,0.37114229,0.938086497,0.3956376,0.692372395,0.899819486,0.045844606,
POGZ,3582.366026,0.371296136,0.398946579,0.930691365,0.352013238,0.694511916,0.158320299,
USP30,536.2154191,0.371361029,0.467750722,0.793929356,0.427236559,0.753092012,0.123151959,
ASF1A,555.5733219,0.371452111,0.586400996,0.633443862,0.52644383,0.818208739,0.087135886,
MTCH2,3563.998629,0.371989863,0.450661704,0.825430383,0.409127291,0.739363432,0.131142033,
PPIAP22,825.2732706,0.372392112,0.368366797,1.010927465,0.312051147,0.657476779,0.182119581,
DGKQ,1234.257408,0.372408477,0.536027593,0.694756169,0.487208121,0.79412496,0.100111154,
KAT8,1160.855743,0.372561813,0.354430826,1.051155221,0.293187306,0.639614255,0.194081866,
ZFYVE28,406.995843,0.372695979,0.96359784,0.386775441,0.69892246,0.902658964,0.044476301,
COG7,693.2466961,0.37295079,0.374948384,0.994672348,0.319895648,0.664933547,0.177221756,
NCAPD3,2398.224326,0.372959488,0.441900488,0.843989762,0.398675127,0.7316598,0.135690806,
ABCA2,2652.766708,0.373018178,0.53293686,0.699929402,0.483971395,0.792087209,0.101227,
PNRC1,729.5257277,0.373147432,0.512995388,0.727389448,0.466987417,0.780195375,0.107796628,
NRDE2,677.2697628,0.37337671,0.478402302,0.780465954,0.43511666,0.758449036,0.120073596,
AC034193.5,227.8993958,0.373396249,0.747091607,0.499799818,0.617216039,0.870345657,0.060308233,
RPL34,11366.84005,0.373459384,0.530666999,0.703754679,0.481585562,0.790662863,0.102008659,
WWC1,592.6431872,0.37361474,1.297753745,0.287893402,0.773428338,0.933574113,0.029851199,
SNX1,4256.844425,0.373784895,0.458726388,0.8148319,0.415168538,0.74387025,0.12850281,
DSN1,1210.687645,0.374164265,0.589228187,0.635007411,0.525423582,0.817696078,0.087408085,
ZNF107,377.0741048,0.374247043,0.550228528,0.680166557,0.496399005,0.800252776,0.096772811,
ZNF749,315.6656371,0.374353593,0.809559412,0.462416454,0.643782702,0.881400042,0.054826933,
PPIA,35326.12445,0.374639339,0.389322493,0.96228537,0.335906276,0.681883996,0.166289502,
ING4,983.9200141,0.375015979,0.709280133,0.528727595,0.596994431,0.858351559,0.0663348,
PAXBP1,1547.454245,0.375352449,0.526294612,0.71319835,0.475723027,0.786039584,0.104555583,
DDX6,2815.79375,0.375355936,0.493313866,0.760886651,0.446724773,0.768020598,0.114627132,
MAVS,2744.59421,0.375408672,0.406428133,0.92367787,0.355654057,0.696844251,0.156864278,
MINOS1,202.2239753,0.375607079,0.633399439,0.593001913,0.553179872,0.834570434,0.078537005,
COPG1,10459.34641,0.375891007,0.458486579,0.819851713,0.412300647,0.742058948,0.129561594,
MIOS,1255.241224,0.375927158,0.437181741,0.8598876,0.389851004,0.724883767,0.139731625,
RAD51D,321.9700804,0.376052675,0.582454392,0.645634542,0.518516062,0.813858764,0.089450955,
ZNF670,174.2767786,0.376315644,0.678066124,0.554983697,0.578905812,0.848061195,0.071572808,
WDR70,1449.134232,0.376443898,0.632747703,0.594935226,0.551886769,0.834084566,0.078789915,
ELMO2,2597.477943,0.376550545,0.405722247,0.928099328,0.353356048,0.69552109,0.157689697,
STAG3L2,506.8856863,0.376575122,0.58635419,0.642231486,0.520722893,0.814571552,0.089070761,
ASB7,629.1570108,0.376665074,0.431751237,0.872412264,0.382983512,0.720085473,0.142615951,
ACOT13,805.0500901,0.376782116,0.432802362,0.87056391,0.383992309,0.721109595,0.141998726,
CHIC1,428.2032141,0.377076262,1.064634991,0.354183608,0.723201288,0.910185873,0.040869909,
RP11-611L7.1,1202.226712,0.377238126,0.329018436,1.146556194,0.25156509,0.594026229,0.226194379,
TRAPPC4,1051.929479,0.377860601,0.569560141,0.663425288,0.507058214,0.807311883,0.092958655,
RPUSD2,567.8104323,0.378372637,0.596064935,0.634784257,0.525569132,0.817696078,0.087408085,
C16orf87,555.1634631,0.378536609,0.92974726,0.407139258,0.683905711,0.896323502,0.047535216,
PAPOLA,6811.133038,0.378591952,0.332976273,1.136993783,0.255540885,0.598521432,0.222920293,
TSNAX,1837.234297,0.378667193,0.356811618,1.061252419,0.288575203,0.63575314,0.196711486,
PDSS1,282.5723262,0.37870531,0.659711221,0.574047095,0.565935932,0.84095441,0.075227548,
NSMCE2,953.4436957,0.378822416,0.37541523,1.009075781,0.312938292,0.658356168,0.181539091,
REEP4,1847.596508,0.378827836,0.377394031,1.003799225,0.315475398,0.661163243,0.179691299,
DHODH,627.3714642,0.378868326,0.446345173,0.848823623,0.395979443,0.729895089,0.136739558,
JMJD1C,2105.722487,0.379025406,0.419826125,0.902815198,0.366623984,0.705564186,0.151463472,
KRTCAP2,2549.672607,0.379290981,0.310936794,1.219833063,0.222528165,0.563161896,0.249366738,
UGDH,2505.536309,0.379336525,0.756401222,0.501501734,0.616018057,0.869828974,0.06056613,
RAD54L2,820.5135183,0.379353303,0.351915838,1.077965987,0.281048935,0.628362924,0.201789448,
COA4,2682.206597,0.379567013,0.660196242,0.574930587,0.565338242,0.84086919,0.07527156,
ZC3H11B,12.31265361,0.379663741,1.315626984,0.288580081,0.772902741,0.933508239,0.029881845,
ZFHX3,1113.943231,0.37985973,0.482104584,0.787919764,0.43074364,0.755701262,0.121649852,
PECR,717.8717124,0.379908069,0.749632157,0.506792652,0.612300312,0.867140581,0.061910489,
ADCK4,1085.233108,0.379938998,0.496529479,0.765189207,0.444158886,0.765961328,0.115793157,
TBL3,2086.89275,0.380231458,0.339863164,1.11877808,0.263234825,0.608293154,0.215887071,
CCDC134,218.3474178,0.380260415,0.558223224,0.681197769,0.495746359,0.799941289,0.096941886,
PIK3R4,1670.402387,0.380478524,0.434674075,0.87531911,0.381400299,0.718739496,0.143428489,
PLXNA1,11192.91148,0.380540829,0.473639663,0.803439531,0.421720734,0.748855532,0.125601958,
EOGT,1289.466807,0.381161593,0.847572564,0.449709688,0.652919785,0.883671753,0.053709027,
SF3B5,1842.626794,0.381260171,0.381628594,0.999034604,0.317777929,0.663416132,0.178213972,
COL5A3,411.6439029,0.381422596,1.301746018,0.29300846,0.769515685,0.931535202,0.030800729,
NGRN,1203.757133,0.381470514,0.437092904,0.872744697,0.382802249,0.720071422,0.142624425,
CSGALNACT1,611.3864842,0.38153961,1.124331887,0.339347851,0.734347699,0.915908278,0.038148016,
ZMYM3,2255.154556,0.38172255,0.330648892,1.15446493,0.248309609,0.591961725,0.227706373,
GPR125,2281.685519,0.381801734,0.947987024,0.402749958,0.687132178,0.897842553,0.046799815,
ATP5G2,7786.576841,0.382126554,0.291113926,1.312635776,0.189305708,0.520451637,0.283619621,
P2RY11,304.6928992,0.382299515,0.558568002,0.684427883,0.493705014,0.798224938,0.097874708,
CLK1,1403.049397,0.382385997,0.479421031,0.797599547,0.425102914,0.751342337,0.124162139,
PANK4,1232.950743,0.382549974,0.384726529,0.994342591,0.320056107,0.664933547,0.177221756,
RAD17,1213.792782,0.382717454,0.467899613,0.817947791,0.413387,0.743089995,0.128958586,
FAM64A,749.2393848,0.383224344,0.756707276,0.506436711,0.612550108,0.867296713,0.061832299,
QARS,8560.736679,0.383229127,0.431807439,0.887500056,0.374809736,0.713776174,0.146437953,
NDUFA9,749.0250705,0.383418447,0.46549802,0.823673636,0.410125023,0.740321528,0.130579622,
TFB1M,528.7504895,0.383427346,0.648677261,0.591091085,0.554459393,0.835160458,0.078230076,
THAP5,970.2633852,0.383437165,0.414879963,0.924212301,0.355375792,0.696628465,0.156998783,
DOCK6,1429.978948,0.383540202,0.640242016,0.599055033,0.549136186,0.832816349,0.079450758,
STX6,2001.724787,0.383838674,0.453190739,0.84696937,0.397012194,0.730760119,0.136225162,
